test_auc,test_auc_ci_lower,test_auc_ci_upper,test_p_value,test_is_significant,model,edge_type,k,hidden_channels,num_layers,epochs_trained,best_val_auc
0.49151280524121505,0.42733800643401865,0.5526640195092188,0.608,False,graphsage,knn,3,64,2,16,0.586529117141362
0.49178082191780825,0.4265472558261936,0.5542894850629763,0.615,False,graphsage,knn,5,64,2,37,0.5814457651192345
0.4918403811792734,0.4206051302744054,0.5549276609705702,0.625,False,graphsage,knn,7,64,2,42,0.6064513717574942
0.4401429422275164,0.3792631990423506,0.49881054640051514,0.97,False,gat,knn,3,64,2,28,0.5495253046273454
0.45625372245384166,0.39263808887775825,0.5144349412236935,0.924,False,gat,knn,5,64,2,30,0.5520296030500113
0.4639666468135795,0.3980202675808526,0.5252100795266494,0.88,False,gat,knn,7,64,2,23,0.5420497869477462
0.48022632519356756,0.4155097726024857,0.540786976624461,0.736,False,graphsage,full,0,64,2,48,0.5620841743290723
0.46378796902918407,0.4020179158486363,0.5237291072864633,0.881,False,gat,full,0,64,2,22,0.5516371383718321
